popularity,director,runtime,genres,release_date,release_year,budget_adj,revenue_adj
0.089976,John Singleton,130.0,Drama,2001-06-27,2001,19703809.8671014,36183151.5923695
8.46666799999999,Christopher Nolan,152.0,Drama,2008-07-16,2008,187365527.254695,1014733032.48168
5.678119,Andrew Stanton,98.0,Animation,2008-06-22,2008,182301594.08565,527977683.854196
4.977955,Jon Favreau,126.0,Action,2008-04-30,2008,141790128.733283,592656630.491278
3.647612,Pierre Morel,93.0,Action,2008-02-18,2008,25319665.8452291,229730967.409741
3.16167,Steven Spielberg,122.0,Adventure,2008-05-21,2008,187365527.254695,796694459.895067
3.107665,Catherine Hardwicke,122.0,Adventure,2008-11-20,2008,37473105.4509392,397636870.011266
3.086676,Marc Forster,106.0,Adventure,2008-10-30,2008,202557326.761833,593584854.505097
3.036644,Mark Osborne|John Stevenson,90.0,Animation,2008-06-04,2008,131662262.395191,639822446.349653
2.90047,Sean Anders,109.0,Comedy,2008-10-16,2008,19242946.0423741,18995761.2853801
2.543535,Phyllida Lloyd,108.0,Comedy,2008-06-30,2008,52664904.9580767,617639458.693902
2.537342,David Fincher,166.0,Fantasy,2008-11-24,2008,151917995.071375,338201950.262453
2.511394,Rob Cohen,112.0,Adventure,2008-07-01,2008,146854061.902329,406257724.017262
2.349544,Louis Leterrier,114.0,Science Fiction,2008-06-12,2008,151917995.071375,165805400.340377
2.245306,Clint Eastwood,116.0,Drama,2008-12-09,2008,33421958.9157025,273410085.005207
2.217084,Eric Darnell|Tom McGrath,89.0,Family,2008-10-30,2008,151917995.071375,611622206.683824
2.188028,Guillermo del Toro,120.0,Adventure,2008-07-11,2008,86086863.8737792,162438886.428942
2.017536,Doug Liman,88.0,Adventure,2008-02-10,2008,86086863.8737792,225072774.796359
1.996757,Eric Brevig,93.0,Action,2008-07-10,2008,45575398.5214125,103002486.998857
1.982998,Timur Bekmambetov,110.0,Action,2008-06-12,2008,75958997.5356875,261572412.016186
1.929591,Danny Boyle|Loveleen Tandan,120.0,Drama,2008-05-12,2008,15191799.5071375,382742747.738751
1.886872,Olivier Megaton,104.0,Action,2008-11-26,2008,30383599.014275,110373030.585751
1.845165,Bryan Singer,121.0,Drama,2008-12-25,2008,75958997.5356875,202836855.872764
1.841839,Roland Emmerich,109.0,Adventure,2008-02-22,2008,106342596.549962,269401244.593238
1.800286,Peter Berg,92.0,Fantasy,2008-07-01,2008,151917995.071375,632008606.053142
1.742288,Kathryn Bigelow,131.0,Drama,2008-10-10,2008,15191799.5071375,42537038.619985
1.682909,Tom Vaughan,99.0,Comedy,2008-05-07,2008,35447532.1833208,172173727.747558
1.628345,Andrew Adamson,150.0,Adventure,2008-05-15,2008,227876992.607062,425017341.94553
1.622426,Ben Stiller,107.0,Action,2008-08-09,2008,93176370.3104434,190477465.092283
1.611632,D.J. Caruso,118.0,Mystery,2008-09-25,2008,81022930.7047334,180343441.011457
1.61062,Mark Herman,94.0,War,2008-05-07,2008,12659832.9226145,20677622.1147228
1.605544,Sylvester Stallone,92.0,Action,2008-01-24,2008,50639331.6904583,114692303.267209
1.583079,Paul W.S. Anderson,105.0,Action,2008-08-22,2008,45575398.5214125,74705690.2809348
1.561177,Jon M. Chu,98.0,Music,2008-02-14,2008,23294092.5776108,152745137.915207
1.559851,Scott Derrickson,103.0,Drama,2008-12-10,2008,81022930.7047334,236074344.818198
1.531599,Gabriele Muccino,123.0,Drama,2008-12-18,2008,55703264.8595042,170317989.68335
1.499784,Matt Reeves,85.0,Action,2008-01-15,2008,25319665.8452291,172947523.068241
1.480497,Chris Williams|Byron Howard,96.0,Animation,2008-11-20,2008,151917995.071375,313943594.671445
1.475988,Nicholas Stoller,111.0,Comedy,2008-04-17,2008,30383599.014275,106517925.108074
1.468543,Baz Luhrmann,165.0,Drama,2008-11-18,2008,131662262.395191,50187630.8773527
1.462377,Peyton Reed,104.0,Comedy,2008-12-09,2008,70895064.3666417,228880641.879861
1.462242,David Frankel,115.0,Comedy,2008-12-25,2008,60767198.02855,247203367.961183
1.446456,Ridley Scott,128.0,Action,2008-10-10,2008,70895064.3666417,114728569.130992
1.435434,Ethan Coen|Joel Coen,96.0,Comedy,2008-09-05,2008,37473105.4509392,165813497.569514
1.400898,Anne Fletcher,111.0,Comedy,2008-01-10,2008,30383599.014275,162308496.226559
1.380024,Iain Softley,106.0,Adventure,2008-12-11,2008,60767198.02855,58225482.35989
1.377239,Robert Luketic,123.0,Drama,2008-03-27,2008,35447532.1833208,70716002.6769976
1.354387,Roger Donaldson,112.0,Thriller,2008-02-28,2008,20255732.6761833,65651661.3549383
1.351237,Adam McKay,98.0,Comedy,2008-07-25,2008,65831131.1975958,129745707.506409
1.34132,Andy Tennant,112.0,Comedy,2008-02-07,2008,70895064.3666417,112653311.589479
1.300453,Jeff Wadlow,115.0,Drama,2008-03-04,2008,20255732.6761833,42159705.7166133
1.273395,David Gordon Green,111.0,Action,2008-08-06,2008,27345239.1128475,102924282.653355
1.254928,Darren Aronofsky,109.0,Drama,2008-09-07,2008,6076719.802855,45275608.6138718
1.22837,Adam Shankman,99.0,Fantasy,2008-12-24,2008,81022930.7047334,215596389.537184
1.210534,Lexi Alexander,102.0,Action,2008-12-05,2008,20762125.9930879,10218382.1179151
1.172718,John Moore,100.0,Action,2008-10-16,2008,35447532.1833208,86509099.6853474
1.169851,Alexandre Aja,110.0,Horror,2008-08-15,2008,35447532.1833208,73362657.2199331
1.14205499999999,Pete Travis,90.0,Drama,2008-02-01,2008,40511465.3523667,153094337.631464
1.133017,Kevin Smith,102.0,Comedy,2008-09-18,2008,24306879.21142,42643493.6358513
1.121487,Peter Segal,110.0,Action,2008-06-19,2008,81022930.7047334,233635143.412612
1.103468,David Wain,99.0,Comedy,2008-02-03,2008,28358025.7466566,93562168.0845004
1.064766,Mathieu Kassovitz,101.0,Action,2008-08-20,2008,70895064.3666417,73030634.3649848
1.054819,Martin McDonagh,107.0,Comedy,2008-02-08,2008,15191799.5071375,32411742.7343699
1.043504,Clint Eastwood,141.0,Crime,2008-01-30,2008,55703264.8595042,114465403.613703
1.019335,Mark Waters,95.0,Adventure,2008-02-14,2008,91150797.042825,164921838.191535
1.01377,Jon Hurwitz|Hayden Schlossberg,107.0,Comedy,2008-04-25,2008,12153439.60571,44049253.637018
0.95684,David Ayer,109.0,Action,2008-04-10,2008,20255732.6761833,66408286.903818
0.951793,Peter Sollett,89.0,Comedy,2008-10-03,2008,9115079.7042825,33395562.6576655
0.943042,Seth Gordon,88.0,Comedy,2008-11-26,2008,81022930.7047334,165827299.82576
0.938555,Robert C. Cooper,97.0,Adventure,2008-03-11,2008,7089506.43666417,9013801.04090159
0.931752,Fred Wolf,97.0,Romance,2008-08-22,2008,25319665.8452291,71343668.0782211
0.900342,Dave Filoni,98.0,Thriller,2008-08-05,2008,8608686.38737792,69155951.7216765
0.892309,David Hackl,92.0,Horror,2008-10-23,2008,10938095.645139,115313387.580886
0.885215,Marco Schnabel,87.0,Comedy,2008-06-20,2008,62792771.2961683,42353789.0576101
0.879116,Lana Wachowski|Lilly Wachowski,135.0,Family,2008-05-09,2008,121534396.0571,95147016.1077637
0.866771,Woody Allen,96.0,Drama,2008-08-15,2008,15191799.5071375,97641394.1291594
0.865104999999999,Jimmy Hayward|Steve Martino,88.0,Animation,2008-03-03,2008,86086863.8737792,300937408.975801
0.826564,Rob Minkoff,104.0,Action,2008-04-18,2008,55703264.8595042,129542119.162854
0.822759,Jon Avnet,101.0,Action,2008-09-11,2008,60767198.02855,74110222.3795867
0.802785,Brad Anderson,111.0,Thriller,2008-01-18,2008,15191799.5071375,6002188.83447298
0.798582,Jeffrey Nachmanoff,114.0,Drama,2008-08-23,2008,22281305.9438016,23831711.1192224
0.787623,Dennis Dugan,113.0,Comedy,2008-06-05,2008,91150797.042825,204174046.167676
0.785951,Edward Zwick,137.0,Action,2008-12-31,2008,32409172.2818933,51809322.0527807
0.774511,Gregory Hoblit,101.0,Drama,2008-01-22,2008,35447532.1833208,32898763.468543
0.764367,Bryan Bertino,90.0,Thriller,2008-05-29,2008,9115079.7042825,83444650.400233
0.759672999999999,Gus Van Sant,128.0,History,2008-11-26,2008,20255732.6761833,55284562.6605013
0.749838,Howard McCain,115.0,Fantasy,2008-04-24,2008,50639331.6904583,7123620.12885076
0.748854,Chris Carter,104.0,Drama,2008-07-24,2008,30383599.014275,69243648.916298
0.743689,John Patrick Shanley,104.0,Drama,2008-11-27,2008,20255732.6761833,51558166.1593956
0.721663,Gil Kenan,90.0,Adventure,2008-10-07,2008,55703264.8595042,18097532.9732944
0.720175,Paul Weiland,101.0,Comedy,2008-05-02,2008,40511465.3523667,85683451.714587
0.715969,Marcel Langenegger,107.0,Drama,2008-04-24,2008,25319665.8452291,17968149.4808253
0.714882,Guy Ritchie,114.0,Action,2008-09-04,2008,18230159.408565,26068130.3594136
0.709809,David Moreau|Xavier Palud,98.0,Drama,2008-02-01,2008,12153439.60571,57029778.3577219
0.702302,Isabel Coixet,112.0,Drama,2008-08-08,2008,13166226.2395191,15084795.5609156
0.696406,Oxide Pang Chun|Danny Pang,99.0,Action,2008-08-21,2008,45575398.5214125,43030660.6974372
0.68675,Jason Friedberg|Aaron Seltzer,84.0,Comedy,2008-01-24,2008,30383599.014275,85729179.0311034
0.68078,Kimberly Peirce,113.0,Drama,2008-03-28,2008,25319665.8452291,11350431.4673617
0.666414,Fernando Meirelles,121.0,Drama,2008-05-14,2008,25319665.8452291,20098729.4794236
0.66173,Frank Miller,103.0,Action,2008-12-25,2008,60767198.02855,39530416.4133012
0.651467,Rod Lurie,108.0,Drama,2008-12-19,2008,11647046.2888054,189089.290105439
0.646243999999999,Ed Harris,115.0,Drama,2008-09-26,2008,20255732.6761833,20469829.6938508
0.645064,Gregor Jordan,98.0,Action,2008-11-05,2008,18230159.408565,387060.718989384
0.642656,M. Night Shyamalan,91.0,Thriller,2008-06-11,2008,60767198.02855,165493183.540839
0.634961,Neil Marshall,105.0,Action,2008-03-14,2008,30383599.014275,22495435.3706414
0.634256,GÃ¡bor CsupÃ³,103.0,Adventure,2008-09-06,2008,12153439.60571,7160735.72061997
0.630893,Ari Folman,90.0,Drama,2008-06-04,2008,2025573.26761833,11268111.156979
0.620489,Michael Patrick King,145.0,Comedy,2008-05-12,2008,65831131.1975958,420562471.312818
0.615524,Peter Cattaneo,102.0,Comedy,2008-08-20,2008,15191799.5071375,8874937.86554001
0.6067,Robert Stevenhagen|Sam Fell,100.0,Animation,2008-10-29,2008,60767198.02855,51527692.4223709
0.598695,Craig Mazin,85.0,Action,2008-03-27,2008,35447532.1833208,26202647.6673295
0.595488,Gina Prince-Bythewood,114.0,Adventure,2008-09-17,2008,11140652.9719008,38592634.7320186
0.593722,Richard Eyre,90.0,Drama,2008-12-25,2008,15191799.5071375,1158482.06780241
0.589940999999999,Raja Gosnell,91.0,Adventure,2008-10-03,2008,20255732.6761833,151190415.230366
0.579469999999999,Sam Mendes,119.0,Drama,2008-12-19,2008,35447532.1833208,76187576.3894318
0.576989,Christine Jeffs,102.0,Comedy,2008-01-18,2008,5063933.16904583,16381192.8357904
0.531905,Tony Jaa|Panna Rittikrai,98.0,Adventure,2008-12-04,2008,8608686.38737792,9050932.83725693
0.527397999999999,Gavin O'Connor,130.0,Thriller,2008-09-09,2008,30383599.014275,31546610.2639038
0.518011,S.R. Bindler,85.0,Comedy,2008-09-05,2008,6076719.802855,70385.6326898357
0.517412,Michael McCullers,99.0,Comedy,2008-04-23,2008,30383599.014275,64649663.9371391
0.513438,Deb Hagan,94.0,Comedy,2008-08-28,2008,7089506.43666417,6309940.25774204
0.505290999999999,Julian Jarrold,133.0,Drama,2008-07-25,2008,20255732.6761833,13373129.4337266
0.499165,Rian Johnson,114.0,Adventure,2008-09-09,2008,20255732.6761833,5601483.85395292
0.498026,Brian Robbins,90.0,Comedy,2008-07-08,2008,60767198.02855,51297723.0125784
0.481188,John Erick Dowdle,89.0,Horror,2008-10-10,2008,12153439.60571,41377822.2818731
0.480116,Dave Bullock,75.0,Action,2008-02-26,2008,3544753.21833208,5298016.51814488
0.45518,James Gray,110.0,Drama,2008-11-19,2008,12153439.60571,3188436.65039861
0.453602,Rodrigo GarcÃ­a,93.0,Drama,2008-09-26,2008,25319665.8452291,2025573.26761833
0.451304,Sanaa Hamri,117.0,Adventure,2008-08-06,2008,27345239.1128475,44919535.1147304
0.450911,Gary Fleder,130.0,Drama,2008-10-10,2008,40511465.3523667,9918721.84706354
0.436441,Jennifer Chambers Lynch,97.0,Thriller,2008-02-08,2008,3544753.21833208,1129756.40050768
0.436406,Diane English,114.0,Comedy,2008-09-12,2008,16204586.1409466,50646974.1783971
0.432911,Chu Yen-ping,100.0,Action,2008-02-07,2008,10127866.3380916,23189500.0763641
0.427022999999999,Andrey Kravchuk,123.0,Action,2008-06-06,2008,2025573.26761833,38623507.506977
0.421518,Kirk De Micco,81.0,Animation,2008-07-17,2008,37473105.4509392,64616136.6484135
0.417779,Neil LaBute,110.0,Drama,2008-09-19,2008,20255732.6761833,27993450.9165111
0.389554,Ashutosh Gowariker,213.0,Action,2008-02-15,2008,8483911.07409263,13166226.2395191
0.382852,Clark Gregg,92.0,Comedy,2008-09-26,2008,3038359.9014275,3879111.55925794
0.374034,Joshua Seftel,106.0,Action,2008-04-28,2008,5063933.16904583,1312757.8301573
0.371517,Jonathan Levine,99.0,Drama,2008-07-03,2008,6076719.802855,2937055.91838074
0.368391,Barry Levinson,104.0,Comedy,2008-10-17,2008,25319665.8452291,6758752.60336804
0.345926,Brett Simon,93.0,Comedy,2008-01-17,2008,11647046.2888054,70453.4893943009
0.812489,Jason Friedberg|Aaron Seltzer,87.0,Action,2008-08-29,2008,25319665.8452291,14289694.2478175
0.359217,Spike Lee,160.0,Thriller,2008-09-15,2008,45575398.5214125,9443053.43826883
0.335116,Howard Deutch,101.0,Comedy,2008-09-19,2008,20255732.6761833,37088761.0257016
0.333395,CÃ©dric Klapisch,130.0,Drama,2008-01-19,2008,19242946.0423741,23851125.2262058
0.326352,RyÃ»hei Kitamura,98.0,Mystery,2008-08-07,2008,15191799.5071375,3578405.07981366
0.32288,Simon Hunter,111.0,Action,2008-08-07,2008,8102293.07047334,2059162.33632861
0.308655,Joshua Michael Stern,120.0,Drama,2008-08-01,2008,21268519.3099925,17825044.7550413
0.282905,Oliver Stone,131.0,Drama,2008-10-17,2008,25420944.5086101,29883752.3501713
0.280555,Alex Kendrick,122.0,Drama,2008-09-26,2008,506393.316904583,33884110.6740824
0.278543,Noam Murro,95.0,Comedy,2008-04-11,2008,7089506.43666417,10705118.259044
0.768409,Jennifer Flackett|Mark Levin,96.0,Adventure,2008-04-03,2008,37473105.4509392,101355981.538115
0.259988,Anthony Leondis,87.0,Animation,2008-09-19,2008,25319665.8452291,30383599.014275
0.659884,Robert B. Weide,110.0,Comedy,2008-10-02,2008,27345239.1128475,17507332.5752287
0.239048,Martin Koolhoven,103.0,Drama,2008-11-17,2008,4051146.53523667,536825.529677281
0.234772,Susan Montford,108.0,Action,2008-10-27,2008,6076719.802855,396414.816339246
0.224471,Malcolm D. Lee,114.0,Comedy,2008-02-08,2008,35447532.1833208,44208931.6032777
0.21503,A.R. Murugadoss,183.0,Action,2008-12-25,2008,9216358.36766342,76971784.1694967
0.352054,Joss Whedon,42.0,Adventure,2008-07-15,2008,202557.326761833,3.0383599014275
0.193779,Abbas Tyrewala,155.0,Drama,2008-07-04,2008,2329409.25776108,11241931.6352817
0.168979,Randall Miller,110.0,Comedy,2008-08-06,2008,5063933.16904583,4092253.51912971
0.281186,Erick Zonca,138.0,Drama,2008-02-09,2008,6076719.802855,1316622.62395191
0.086287,Alex Rivera,90.0,Drama,2008-12-10,2008,2531966.58452291,108934.31754588
0.127309999999999,Udayan Prasad,102.0,Drama,2008-12-17,2008,15191799.5071375,321053.362917506
0.101795,Josef Rusnak,80.0,Horror,2008-08-15,2008,11140652.9719008,15698192.824042
0.021371,Nathan Frankowski,90.0,Documentary,2008-04-18,2008,3544753.21833208,7798457.08033059
7.95922799999999,Joe Johnston,124.0,Action,2011-07-22,2011,135715725.962806,359229613.559164
5.903353,Nicolas Winding Refn,100.0,Drama,2011-01-10,2011,14540970.638872,73844056.8144804
5.711315,David Yates,130.0,Adventure,2011-07-07,2011,121174755.323934,1287183997.56487
4.95513,Rob Marshall,136.0,Adventure,2011-05-11,2011,368371256.184759,990417500.348983
4.50453,Rupert Wyatt,105.0,Thriller,2011-08-03,2011,90154017.9610069,468083718.184356
4.12352,Kenneth Branagh,115.0,Adventure,2011-04-21,2011,145409706.38872,430524218.471298
3.596188,Andrew Niccol,109.0,Action,2011-10-27,2011,38775921.7036588,168607979.309168
3.355611,Patrick Lussier,105.0,Fantasy,2011-02-24,2011,48469902.1295736,28046043.4988289
3.186679,Simon West,93.0,Action,2011-01-13,2011,38775921.7036588,49507940.3393668
2.994474,Duncan Jones,93.0,Thriller,2011-03-30,2011,31020737.3629271,142824028.081522
2.95274,Brad Bird,133.0,Action,2011-12-07,2011,140562716.175763,673453790.734105
2.924415,Glenn Ficarra|John Requa,118.0,Comedy,2011-07-29,2011,48469902.1295736,138479670.753648
2.776061,David Fincher,158.0,Thriller,2011-12-14,2011,87245823.8332325,225498881.314658
2.754426,Neil Burger,105.0,Thriller,2011-03-08,2011,26173747.1499697,156896544.871496
2.726573,Jennifer Yuh,91.0,Animation,2011-05-25,2011,145409706.38872,645320794.169652
2.690458,Dennis Dugan,117.0,Romance,2011-02-10,2011,77551843.4073177,208341483.062677
2.686643,Seth Gordon,98.0,Comedy,2011-07-08,2011,33928931.4907015,113419570.983202
2.657014,Shawn Levy,127.0,Action,2011-09-28,2011,106633784.685061,290110305.86447
2.633754,Will Gluck,109.0,Comedy,2011-07-21,2011,33928931.4907015,145878667.232795
2.604249,Jake Kasdan,92.0,Comedy,2011-05-16,2011,19387960.8518294,209581425.557985
2.579776,Guy Ritchie,129.0,Adventure,2011-11-22,2011,121174755.323934,324375126.021745
2.454226,John Lasseter|Brad Lewis,106.0,Animation,2011-06-11,2011,193879608.518294,542719816.822545
2.419805,Martin Campbell,114.0,Adventure,2011-06-16,2011,193879608.518294,213123295.798241
2.411533,Todd Phillips,102.0,Comedy,2011-05-25,2011,77551843.4073177,246669134.754083
2.252505,Ivan Reitman,108.0,Comedy,2011-01-12,2011,24234951.0647868,143258069.269306
2.2343,Steven Spielberg,107.0,Adventure,2011-10-25,2011,126021745.536891,360557976.788733
2.208685,Paul Feig,125.0,Romance,2011-04-28,2011,31505436.3842228,279558422.711832
2.164361,Bobby Farrelly|Peter Farrelly,105.0,Comedy,2011-02-25,2011,34898329.533293,80615852.7600701
2.026717,J.J. Abrams,112.0,Thriller,2011-06-08,2011,48469902.1295736,252136540.683697
1.972826,Zack Snyder,110.0,Action,2011-03-24,2011,79490639.4925007,87044675.6781908
1.934043,Catherine Hardwicke,100.0,Thriller,2011-03-11,2011,40714717.7888418,86433625.3160237
1.888096,Bill Condon,117.0,Adventure,2011-03-15,2011,106633784.685061,690378003.195136
1.885979,Steve McQueen,100.0,Drama,2011-10-02,2011,6301087.27684457,17152213.9112496
1.825552,Mark Waters,94.0,Comedy,2011-06-17,2011,53316892.3425309,181628117.584104
1.821261,Terrence Malick,139.0,Drama,2011-05-18,2011,31020737.3629271,53001087.6646037
1.794214,D.J. Caruso,109.0,Action,2011-02-18,2011,48469902.1295736,140071066.570502
1.710793,Carlos Saldanha,96.0,Animation,2011-04-03,2011,87245823.8332325,469804957.11383
1.644472,Michel Hazanavicius,100.0,Drama,2011-05-15,2011,14540970.638872,129349549.423789
1.64314,Frank Coraci,102.0,Comedy,2011-07-06,2011,77551843.4073177,164654932.103361
1.640256,Jon Favreau,119.0,Action,2011-07-29,2011,158011880.94241,169472419.65629
1.592819,Steven Spielberg,146.0,Drama,2011-12-25,2011,63980270.8110371,172150434.096443
1.531633,Jonathan Levine,100.0,Comedy,2011-09-30,2011,7755184.34073177,37988560.1336993
1.499109,Gore Verbinski,107.0,Animation,2011-03-02,2011,130868735.749848,238204949.164766
1.493933,David Dobkin,112.0,Comedy,2011-08-05,2011,50408698.2147565,73141505.9404712
1.488615,Martin Scorsese,126.0,Adventure,2011-11-22,2011,164797667.24055,180085229.475904
1.482692,Brad Furman,119.0,Crime,2011-03-17,2011,38775921.7036588,82799096.133265
1.481016,Mark Neveldine|Brian Taylor,95.0,Action,2011-12-10,2011,55255688.4277139,144651011.857676
1.470363,Lone Scherfig,107.0,Drama,2011-03-02,2011,14540970.638872,57572000.1008174
1.46909,Gary McKendry,116.0,Action,2011-09-23,2011,63980270.8110371,56009013.463
1.465299,Mikael HÃ¥fstrÃ¶m,114.0,Drama,2011-01-28,2011,35867727.5758844,93108387.4257441
1.425344,Stephen Anderson|Don Hall,63.0,Animation,2011-04-13,2011,29081941.2777441,14017495.6958726
1.407986,Paul W.S. Anderson,110.0,Adventure,2011-08-31,2011,72704853.1943604,128226625.874397
1.388994,Phil Traill,96.0,Comedy,2011-02-02,2011,7755184.34073177,1695920.19139794
1.367727,Woody Allen,94.0,Fantasy,2011-05-11,2011,29081941.2777441,146494675.096552
1.344998,Scott Stewart,87.0,Action,2011-05-05,2011,58163882.5554883,75912718.3084392
1.285106,Jason Reitman,94.0,Comedy,2011-12-16,2011,11632776.5110976,22237047.8727529
1.246852,Gavin O'Connor,140.0,Action,2011-09-09,2011,24234951.0647868,22351522.1488064
1.246595,John Singleton,106.0,Thriller,2011-09-22,2011,33928931.4907015,79575127.3789028
1.246283,Jaume Collet-Serra,113.0,Action,2011-02-16,2011,29081941.2777441,126784077.249391
1.241191,George Nolfi,106.0,Thriller,2011-03-03,2011,48663781.7380919,123956325.709987
1.240414,Tarsem Singh,110.0,Fantasy,2011-11-10,2011,72704853.1943604,219960309.935942
1.22871,Drake Doremus,90.0,Drama,2011-10-28,2011,242349.510647868,3433950.06436803
1.21550499999999,Tom Hanks,98.0,Comedy,2011-06-30,2011,29081941.2777441,35053796.7443736
1.21340499999999,Greg Mottola,104.0,Adventure,2011-02-14,2011,38775921.7036588,94566766.3207854
1.205338,Olivier Megaton,108.0,Action,2011-07-27,2011,38775921.7036588,59100179.5325174
1.19533,Jonathan Liebesman,116.0,Action,2011-03-08,2011,67857862.981403,196270876.956245
1.176723,Steven Quale,92.0,Horror,2011-08-12,2011,45561708.0017992,153055972.073581
1.128994,Marc Forster,129.0,Action,2011-09-23,2011,29081941.2777441,2450545.18945915
1.123666,Dennis Dugan,91.0,Comedy,2011-11-11,2011,76582445.3647263,145093477.114451
1.120851,Mark Mylod,106.0,Comedy,2011-09-30,2011,19387960.8518294,29494997.9061002
1.11981,Dominic Sena,95.0,Adventure,2011-01-07,2011,38775921.7036588,85403967.5523087
1.116674,Simon Curtis,99.0,Drama,2011-10-17,2011,6204147.47258542,33984861.8801668
1.111078,Cameron Crowe,124.0,Drama,2011-12-22,2011,48469902.1295736,116407101.61618
1.107689,Chris Gorak,89.0,Horror,2011-12-25,2011,29081941.2777441,62649079.8473779
1.105855,Tate Taylor,146.0,Drama,2011-08-09,2011,24234951.0647868,120469153.754284
1.102011,Joe Carnahan,117.0,Action,2011-12-11,2011,24234951.0647868,74913462.8061359
1.081676,Bennett Miller,133.0,Drama,2011-09-22,2011,48469902.1295736,106833690.071813
1.079441,Lynne Ramsay,112.0,Drama,2011-09-28,2011,6785786.2981403,5854138.55412343
1.074793,Christian E. Christiansen,91.0,Thriller,2011-02-04,2011,15510368.6814635,39253601.3137282
1.071695,Chris Miller,90.0,Action,2011-10-28,2011,126021745.536891,538003773.866579
1.058342,Michel Gondry,119.0,Action,2011-01-12,2011,116327765.110976,220845594.279776
1.055533,Luke Greenfield,112.0,Comedy,2011-05-05,2011,33928931.4907015,58068797.2096846
1.054256,Marcus Nispel,113.0,Adventure,2011-08-17,2011,87245823.8332325,47301797.8456097
1.048895,Oliver Parker,101.0,Crime,2011-09-15,2011,43622911.9166162,155179867.92921
1.045866,Steven Soderbergh,106.0,Drama,2011-09-08,2011,58163882.5554883,131312814.084965
1.038162,David Frankel,100.0,Comedy,2011-10-14,2011,39745319.7462503,7220449.83946768
1.029084,Daniel Barnz,86.0,Drama,2011-01-21,2011,16479766.724055,41844620.0347432
1.024786,Todd Strauss-Schulson,108.0,Comedy,2011-11-04,2011,18418562.8092379,34304294.0455694
1.013771,Matthijs van Heijningen Jr.,103.0,Horror,2011-10-12,2011,33928931.4907015,27267877.6387014
1.013101,Brett Ratner,104.0,Action,2011-11-02,2011,72704853.1943604,148250646.588494
1.011185,Garry Marshall,118.0,Comedy,2011-12-08,2011,54286290.3851224,137697794.037814
1.004841,David Gordon Green,102.0,Adventure,2011-04-08,2011,48372962.3253144,25322264.746483
0.941604,Gonzalo LÃ³pez-Gallego,86.0,Horror,2011-07-20,2011,4846990.21295736,24780648.4885145
0.93488,Craig Gillespie,106.0,Horror,2011-08-18,2011,16479766.724055,24159567.7648007
0.93092,George Miller,100.0,Music,2011-11-17,2011,126021745.536891,145803733.7335
0.929466,Wes Craven,111.0,Horror,2011-04-11,2011,38775921.7036588,94166052.0683076
0.921653,Simon Wells,88.0,Adventure,2011-03-09,2011,145409706.38872,37799503.2804429
0.91973,Joe Cornish,88.0,Action,2011-05-12,2011,13911376.6615482,3843354.97029764
0.917718,David Bowers,99.0,Family,2011-03-25,2011,20357358.8944209,70201279.9931754
0.907952,Stephen Daldry,129.0,Drama,2011-12-24,2011,38775921.7036588,53557187.6987265
0.904531,Mike Mitchell,87.0,Comedy,2011-12-14,2011,72704853.1943604,332208283.894033
0.903312,Jodie Foster,91.0,Drama,2011-02-11,2011,20357358.8944209,941107.130116482
0.897265,Rod Lurie,110.0,Thriller,2011-09-16,2011,24234951.0647868,10008492.8962511
0.895829,John Madden,124.0,Drama,2011-11-28,2011,9693980.42591472,132648701.782141
0.879003,Raja Gosnell,103.0,Animation,2011-07-29,2011,106633784.685061,546497490.228467
0.863804,Joe Wright,111.0,Action,2011-04-07,2011,29081941.2777441,61830221.5656166
0.852907,Stephan Elliott,97.0,Comedy,2011-10-14,2011,12086831.890869,28119728.4134443
0.846187999999999,Rob Minkoff,87.0,Mystery,2011-08-19,2011,4846990.21295736,3045997.93712096
0.846125,J.C. Chandor,107.0,Thriller,2011-09-28,2011,3392893.14907015,18907177.2292277
0.827785,Kelly Asbury,84.0,Animation,2011-01-13,2011,34898329.533293,183906860.236067
0.815155,Elliott Lester,97.0,Crime,2011-05-20,2011,15292203.7131822,719172.172847548
0.808335999999999,Alexander Payne,115.0,Comedy,2011-09-09,2011,19387960.8518294,171819196.601678
0.806735,Tim Hill,95.0,Animation,2011-03-30,2011,61072076.6832627,178324379.003613
0.806361,Bruce Robinson,120.0,Drama,2011-10-13,2011,43622911.9166162,23265553.0221953
0.802769,John Michael McDonagh,96.0,Action,2011-07-07,2011,5816388.25554883,18961691.3281528
0.80048,Jesse Peretz,90.0,Comedy,2011-08-26,2011,9693980.42591472,16744987.2427217
0.786615,Matthew Chapman,101.0,Drama,2011-05-06,2011,9693980.42591472,592288.632450793
0.785489,Craig Brewer,113.0,Drama,2011-10-06,2011,23265553.0221953,61598777.7829479
0.780318,Joel Schumacher,91.0,Crime,2011-10-14,2011,34898329.533293,9318308.6330712
0.779648,Roman Polanski,80.0,Comedy,2011-09-16,2011,24234951.0647868,26758361.0581173
0.779536,Mike Cahill,92.0,Drama,2011-07-22,2011,96939.8042591472,1722557.31081227
0.771868,George Clooney,101.0,Drama,2011-09-24,2011,12117475.5323934,73667524.5839343
0.760502999999999,Michael Bay,154.0,Action,2011-06-28,2011,189032618.305337,1089358138.29044
0.760193,Henry Joost|Ariel Schulman,83.0,Horror,2011-10-19,2011,4846990.21295736,199408878.522792
